repayment_rate,payment_timeliness_ratio,avg_days_late,missed_payment_count,partial_payment_ratio,customer_tenure_days,num_transactions,avg_transaction_amount,credit_trend,is_january_window,is_default,archetype
0.5248,1.0,0.0,1,0.25,97,4,20061.52,0.9967,0,0,moderate
1.0,0.6667,5.0,0,0.0,65,3,24194.21,0.2399,0,0,reliable
0.7727,0.75,4.5,1,0.0,138,9,18910.58,1.1784,0,0,reliable
0.5918,0.1429,95.17,1,0.125,306,8,21744.63,1.7021,0,1,moderate
0.6072,1.0,0.0,2,0.0,26,4,17660.09,0.3195,0,0,reliable
0.8473,0.1667,44.0,1,0.1429,260,7,17772.53,0.7156,0,0,reliable
0.882,0.5,40.5,0,0.25,183,4,23553.08,1.1143,0,1,reliable
1.0,0.0,44.5,0,0.0,308,2,36354.82,1.0,0,1,high_risk
0.6516,0.5,26.5,2,0.1667,118,6,21848.86,0.6043,0,1,moderate
0.8681,0.4286,17.25,1,0.125,146,8,24914.54,0.9164,0,0,reliable
0.6581,0.5,7.0,2,0.25,58,4,21041.94,0.5843,0,1,moderate
0.8912,0.5714,18.67,0,0.1429,123,7,23463.41,1.0387,1,1,reliable
0.38,1.0,0.0,5,0.1429,17,7,21014.49,1.2698,0,0,reliable
0.6481,0.0,42.0,2,0.3333,138,3,12652.12,0.2443,0,1,high_risk
0.4551,0.3333,7.0,4,0.1429,44,7,22770.51,0.5024,0,0,moderate
0.7195,0.6,6.0,2,0.0,96,7,28950.6,0.9816,0,0,reliable
0.602,0.5,88.0,2,0.25,125,4,19198.88,0.3069,0,0,reliable
0.5352,0.5,56.0,4,0.1667,105,6,17216.1,0.5554,0,0,reliable
0.8619,0.2,38.75,0,0.2,185,5,26680.83,1.1385,1,0,reliable
0.7028,0.0,22.57,1,0.125,252,8,20163.87,1.5833,0,0,reliable
0.8532,0.6,4.5,1,0.0,256,6,23132.92,0.8862,0,0,reliable
0.5853,0.25,19.67,3,0.1429,65,7,23173.52,0.4238,0,0,reliable
1.0,0.8,6.0,0,0.0,169,5,23257.15,0.6966,0,1,reliable
1.0,0.75,16.0,0,0.0,226,4,27282.31,1.3526,0,0,reliable
0.6039,0.0,30.0,3,0.1667,100,6,16773.6,0.8365,0,1,moderate
0.4014,0.5,2.5,5,0.1111,50,9,26251.94,0.8372,0,0,reliable
0.9812,0.1429,22.0,0,0.1429,218,7,15406.94,1.1486,0,1,reliable
0.6882,0.2857,7.4,2,0.1111,192,9,23352.01,1.1877,0,0,reliable
0.4489,0.0,72.0,2,0.25,160,4,26627.28,0.4785,0,1,high_risk
1.0,0.3333,8.5,0,0.0,160,3,23653.24,0.9421,0,0,reliable
0.8204,0.5,20.67,1,0.1429,270,7,20234.36,1.0747,0,0,moderate
0.8477,1.0,0.0,1,0.0,95,4,25461.09,0.609,1,0,reliable
0.9415,0.75,65.0,0,0.25,165,4,22548.38,0.4651,0,0,reliable
0.2944,0.0,25.0,2,0.0,84,3,15892.25,1.0881,0,0,moderate
0.7991,0.2857,20.8,2,0.1111,322,9,19503.66,0.8138,0,0,reliable
0.7504,0.7143,23.5,2,0.1111,206,9,21564.91,0.8583,0,0,reliable
1.0,0.8571,1.0,0,0.0,176,7,22774.22,1.5558,0,0,reliable
0.9526,0.5556,7.5,1,0.1,99,10,24698.25,0.5233,0,0,reliable
0.3638,0.25,3.33,5,0.1111,29,9,20109.36,0.6623,0,1,reliable
0.2175,1.0,0.0,4,0.2,23,5,19897.92,0.5723,0,1,reliable
0.6183,0.25,45.0,4,0.125,239,8,21085.92,0.6093,0,0,reliable
0.088,0.0,49.0,5,0.0,280,6,15755.11,1.6948,0,0,high_risk
0.9123,0.3333,22.33,0,0.1111,146,9,28160.55,1.197,0,0,reliable
0.0,0.5,0.0,2,0.0,10,2,14944.22,1.0,0,0,moderate
0.3424,0.0,45.25,3,0.1429,248,7,27361.18,1.3823,0,1,high_risk
0.5379,0.0,27.0,1,0.0,59,2,32419.4,1.0,1,0,moderate
0.0,0.5,0.0,4,0.0,114,4,20582.43,1.6799,0,1,high_risk
0.9001,0.2222,16.43,1,0.1,149,10,14307.44,1.0966,0,0,reliable
0.3808,0.0,17.0,2,0.25,125,4,25648.09,1.4029,1,1,moderate
0.2373,0.0,18.0,4,0.0,48,5,30911.46,0.9073,0,1,moderate
0.466,0.25,14.67,1,0.2,240,5,17411.78,2.2288,0,0,moderate
0.102,0.0,27.0,3,0.25,78,4,25716.38,0.5515,0,0,high_risk
0.9474,0.625,8.67,1,0.0,239,9,22148.51,0.9895,0,0,reliable
0.5241,0.4,20.33,2,0.1429,220,7,19586.74,0.9734,0,0,moderate
0.9914,0.4444,12.2,0,0.1111,144,9,18579.08,1.076,0,0,reliable
0.5901,0.0,41.0,2,0.25,128,4,16605.26,0.3168,0,0,reliable
1.0,1.0,0.0,0,0.0,129,4,21625.65,0.3028,0,1,reliable
1.0,0.6,6.5,0,0.0,249,5,26883.61,1.1333,0,0,reliable
0.8735,1.0,0.0,1,0.0,308,6,18501.67,0.5445,0,0,reliable
0.4978,0.3333,27.0,2,0.2,73,5,21122.72,1.3421,0,0,moderate
0.8232,0.1667,49.0,1,0.1429,268,7,23151.52,0.9226,0,0,reliable
0.7952,0.5,17.67,1,0.1429,123,7,17483.21,1.5459,0,0,reliable
0.7463,0.5,20.75,2,0.1,147,10,20591.86,0.9949,0,0,reliable
0.929,0.8333,8.0,1,0.0,240,7,20800.32,0.6038,0,0,reliable
0.7573,0.0,16.5,2,0.125,84,8,15992.75,0.5266,0,1,moderate
0.2354,0.0,23.0,2,0.3333,197,3,18373.72,0.5729,0,1,moderate
0.5687,0.0,116.67,1,0.25,288,4,16378.79,1.1095,0,1,high_risk
0.5186,0.0,127.0,3,0.1429,245,7,18051.89,0.9323,0,1,moderate
0.6028,0.2,34.25,2,0.1429,78,7,19134.99,0.9211,0,1,moderate
0.3798,0.6667,5.0,4,0.0,51,7,20663.41,1.1703,0,0,reliable
0.5514,0.8,10.0,4,0.1111,26,9,27439.15,0.5484,0,0,reliable
0.7033,0.3333,15.75,1,0.1429,87,7,19532.97,1.1345,0,0,reliable
0.859,0.375,26.6,1,0.1111,165,9,24834.25,0.7689,0,0,reliable
0.689,1.0,0.0,1,0.0,44,2,25174.96,1.0,0,1,high_risk
0.9847,0.4286,23.5,0,0.1429,141,7,24240.22,0.9743,0,0,reliable
1.0,1.0,0.0,0,0.0,125,5,10083.4,1.1628,0,0,reliable
0.827,0.6667,12.0,0,0.1111,48,9,19977.33,1.3202,0,0,reliable
1.0,0.6667,17.0,0,0.0,113,3,23025.17,1.3599,0,0,reliable
0.111,0.0,76.0,4,0.2,132,5,24984.66,1.5922,0,0,high_risk
0.2755,0.0,11.0,5,0.1429,55,7,21805.81,0.9553,0,1,high_risk
0.2542,0.0,27.0,1,0.0,223,2,25669.97,1.0,0,0,moderate
0.507,0.0,18.0,3,0.0,56,4,15913.19,0.8491,0,0,high_risk
1.0,0.5,30.0,0,0.0,109,2,28998.79,1.0,0,1,moderate
0.682,0.7143,4.0,3,0.1,63,10,20558.18,0.8536,0,0,reliable
0.9492,0.0,24.17,0,0.1667,260,6,20739.21,0.9953,0,1,moderate
0.848,0.6667,14.0,1,0.1,61,10,22379.2,1.0757,0,1,reliable
0.1776,1.0,0.0,6,0.0,58,7,15047.78,0.7906,0,0,high_risk
0.5552,0.4,15.0,3,0.125,92,8,19847.06,0.8888,0,1,moderate
0.7949,0.5,9.0,1,0.3333,183,3,20999.4,0.325,0,0,moderate
0.385,0.0,14.5,4,0.0,113,6,25888.07,1.2685,0,1,moderate
0.0,0.5,0.0,2,0.0,42,2,25782.18,1.0,0,1,moderate
0.2789,0.0,86.0,5,0.1667,109,6,17813.92,0.4043,0,0,reliable
0.6393,0.8571,4.0,2,0.1111,150,9,23234.6,1.4298,0,0,reliable
0.2494,0.0,42.0,2,0.3333,119,3,21234.91,0.2937,0,1,high_risk
0.6773,0.5,14.0,1,0.0,202,3,26035.55,0.968,0,0,reliable
0.7028,0.2,56.5,1,0.1667,233,6,21778.84,1.4158,0,1,reliable
0.2639,0.0,10.0,3,0.0,182,4,35203.89,1.1174,0,0,moderate
0.0,0.5,0.0,4,0.0,121,4,23173.44,1.4028,0,0,moderate
0.3477,0.6667,7.0,4,0.1429,21,7,15570.14,0.4164,0,0,reliable
0.2692,0.0,82.0,4,0.1667,228,6,18028.16,1.1991,0,1,high_risk
0.8019,0.75,10.5,1,0.0,182,9,12070.3,1.3205,0,0,reliable
0.482,0.0,49.0,3,0.0,243,5,19929.62,0.6251,1,0,high_risk
0.4607,0.0,45.25,4,0.125,166,8,26145.71,0.666,0,0,moderate
1.0,1.0,0.0,0,0.0,131,3,24213.6,1.0096,0,0,reliable
0.8549,0.6667,14.0,1,0.0,223,7,20439.31,1.3819,0,1,reliable
0.8972,1.0,0.0,0,0.125,74,8,15549.51,1.3039,0,1,reliable
0.6046,0.25,12.33,3,0.1429,95,7,29701.72,0.7978,0,1,reliable
0.3814,1.0,0.0,2,0.0,143,3,26812.81,0.4897,0,0,reliable
0.9067,0.4444,7.4,1,0.1,94,10,21945.0,1.0209,0,0,reliable
0.151,1.0,0.0,6,0.1429,27,7,14794.16,1.2195,0,0,moderate
0.7734,0.0,22.38,1,0.1111,130,9,20058.61,0.8756,0,1,reliable
0.6424,1.0,0.0,1,0.0,237,3,21147.58,1.0729,0,0,reliable
0.7939,0.8333,4.0,1,0.0,79,7,20476.78,0.9992,0,0,reliable
0.5887,0.0,14.0,2,0.25,126,4,19470.12,1.1255,0,0,moderate
0.5184,0.0,43.5,3,0.1429,117,7,20332.25,0.818,0,0,high_risk
0.1625,0.0,7.0,4,0.2,50,5,18702.61,0.3187,0,0,moderate
0.8136,0.6667,3.0,1,0.0,53,4,11901.31,0.7456,0,0,reliable
0.1108,0.0,41.0,1,0.5,130,2,21504.36,1.0,1,1,high_risk
0.9781,0.5,21.67,0,0.1667,125,6,19251.2,1.0604,0,1,reliable
0.9755,0.75,23.5,0,0.125,144,8,19766.24,1.112,0,0,reliable
0.7152,0.75,9.0,1,0.0,266,5,27416.8,1.4239,0,0,reliable
1.0,1.0,0.0,0,0.0,98,4,23474.45,0.2594,0,0,reliable
0.1731,0.0,56.0,5,0.1429,153,7,18608.31,1.0241,0,0,high_risk
0.7926,0.25,32.67,1,0.1111,261,9,22285.44,1.1578,0,1,reliable
0.5374,0.5,35.5,3,0.1429,103,7,24670.69,0.6599,0,0,moderate
1.0,0.6667,8.0,0,0.0,94,3,22547.49,1.0041,0,0,reliable
0.3905,0.0,15.0,2,0.3333,167,3,10338.52,0.9374,0,0,moderate
0.4855,1.0,0.0,2,0.0,119,4,25345.97,0.4854,0,0,reliable
0.5859,0.6,8.0,2,0.0,135,7,20938.97,1.4492,0,0,reliable
1.0,0.3333,17.5,0,0.0,221,3,26488.6,1.3094,1,0,moderate
0.4267,0.0,35.33,2,0.2,140,5,18620.27,0.4679,0,1,high_risk
0.8093,0.1111,22.75,1,0.1,250,10,22674.23,0.9885,0,0,reliable
0.7442,0.6667,114.0,0,0.3333,187,3,27191.49,1.3831,0,0,reliable
1.0,1.0,0.0,0,0.0,275,7,18206.04,0.4699,0,0,reliable
1.0,0.9,7.0,0,0.0,172,10,22917.36,1.0086,0,0,reliable
0.5741,0.375,19.6,1,0.1111,67,9,16380.55,1.6682,0,0,reliable
0.7514,0.3333,40.5,1,0.25,192,4,21998.4,0.5072,0,0,reliable
0.1747,0.3333,1.5,5,0.125,15,8,17111.47,1.313,0,0,reliable
0.8547,0.5,26.0,0,0.5,248,2,30045.0,1.0,0,1,moderate
0.4024,0.25,58.0,2,0.1667,239,6,14269.15,1.6633,0,0,moderate
0.0,0.5,0.0,3,0.0,132,3,23982.46,1.1734,0,1,high_risk
0.3893,0.5,4.0,1,0.0,146,3,21706.59,1.8322,0,0,reliable
0.7328,0.0,59.5,0,0.5,221,2,9842.51,1.0,0,0,moderate
0.7404,0.0,25.4,2,0.1429,134,7,20164.99,0.8844,0,0,reliable
0.855,0.8,2.0,1,0.0,167,6,13096.2,0.5469,0,0,reliable
0.285,0.5,5.0,3,0.2,113,5,28417.53,0.4052,0,0,reliable
0.6909,0.6667,12.5,3,0.1111,50,9,24288.29,0.84,0,1,reliable
0.7421,1.0,0.0,1,0.0,110,5,27421.47,1.2894,1,0,reliable
0.6401,0.0,91.4,2,0.1429,240,7,16643.27,1.156,0,0,moderate
0.7707,0.5,23.33,1,0.1429,156,7,23211.49,1.1407,1,0,moderate
0.4238,0.0,39.0,2,0.2,252,5,29237.76,1.0835,0,0,moderate
0.677,0.3333,17.5,1,0.25,154,4,17218.53,1.0831,1,1,reliable
0.2042,0.0,1.0,6,0.1429,23,7,21238.18,1.143,0,1,moderate
0.6178,0.5,4.0,0,0.5,111,2,13201.0,1.0,0,0,moderate
0.5513,0.0,60.75,3,0.1429,133,7,20041.82,0.7039,0,0,moderate
0.648,0.3333,18.5,1,0.25,55,4,19000.25,0.3033,0,0,moderate
0.1534,1.0,0.0,7,0.0,33,8,17715.77,0.7829,0,0,moderate
1.0,1.0,0.0,0,0.0,243,3,24351.87,0.5723,0,1,reliable
0.9177,0.5714,9.67,1,0.0,129,8,25792.23,0.9507,0,0,reliable
0.3209,0.0,13.0,2,0.3333,121,3,10409.86,1.7368,0,0,moderate
0.4029,0.5,17.0,5,0.1111,46,9,22910.78,0.7578,0,0,reliable
1.0,1.0,0.0,0,0.0,94,3,13805.37,0.3598,0,0,reliable
0.555,1.0,0.0,3,0.0,80,5,25204.21,0.4908,0,1,moderate
0.7029,0.5714,17.33,3,0.1,162,10,25794.66,0.8632,0,0,reliable
0.3402,0.0,17.0,4,0.1429,100,7,13987.96,0.8156,0,1,moderate
0.1333,0.0,35.0,3,0.25,108,4,15750.9,0.2749,0,0,moderate
0.3297,1.0,0.0,2,0.2,29,5,30959.09,1.1063,0,0,reliable
1.0,0.8889,8.0,0,0.0,197,9,14068.86,1.4314,0,0,reliable
0.0,0.5,0.0,4,0.0,121,4,23608.76,0.5544,0,1,high_risk
0.0,0.5,0.0,8,0.0,21,8,19743.07,1.2057,0,1,moderate
1.0,0.75,12.5,0,0.0,153,8,18580.31,1.1436,0,0,reliable
0.7543,0.5556,46.5,1,0.1,276,10,18657.69,1.3878,0,0,reliable
1.0,1.0,0.0,0,0.0,301,3,29522.83,0.7965,0,0,reliable
0.2569,0.5,45.0,3,0.2,280,5,19518.28,1.995,0,0,moderate
0.0,0.5,0.0,6,0.0,44,6,17659.9,1.0023,0,1,high_risk
0.6673,0.5,55.0,2,0.25,130,4,20071.2,0.7874,0,1,moderate
0.6428,0.6667,10.5,1,0.1429,80,7,27313.08,1.2789,0,0,moderate
0.9114,0.75,15.0,2,0.0,246,6,20582.4,0.2658,0,0,moderate
0.5028,1.0,0.0,2,0.0,91,3,26115.5,0.2785,0,0,reliable
0.7407,0.5,30.33,1,0.1429,157,7,18182.03,1.159,0,0,reliable
0.6971,0.0,33.2,1,0.1667,198,6,15042.76,1.4894,0,0,reliable
0.8846,0.6667,6.5,0,0.1667,163,6,16225.88,0.5709,0,0,reliable
0.1902,0.0,36.0,2,0.3333,130,3,7980.25,1.5544,0,1,high_risk
0.8676,0.3333,7.83,1,0.1,59,10,20975.23,0.8803,0,0,reliable
0.897,0.375,18.4,1,0.1111,164,9,20840.2,1.1218,0,0,reliable
0.9727,0.25,91.0,0,0.25,324,4,13438.19,2.0132,0,0,reliable
0.8526,0.4,35.67,2,0.1429,214,7,19888.52,0.3891,0,0,reliable
0.7206,0.4,3.33,0,0.2,97,5,20643.47,1.3969,0,1,reliable
0.7498,0.1429,50.83,1,0.125,214,8,22256.51,1.5224,0,0,reliable
0.4458,0.5,12.0,2,0.0,164,4,18321.24,0.2484,0,0,reliable
0.862,1.0,0.0,1,0.0,104,4,23020.88,0.5521,0,0,reliable
1.0,1.0,0.0,0,0.0,139,3,13036.95,0.9325,0,0,reliable
1.0,0.75,9.0,0,0.0,131,4,28243.24,1.1656,0,1,reliable
0.9555,0.75,5.0,1,0.0,114,5,15649.81,0.2224,0,0,reliable
0.1071,0.0,55.0,1,0.0,137,2,15990.93,1.0,1,1,high_risk
0.8699,0.6667,71.0,1,0.25,215,4,22346.62,0.2322,0,0,reliable
1.0,0.7778,5.0,0,0.0,88,9,23968.64,1.107,0,0,reliable
0.375,0.0,68.0,4,0.1667,227,6,15421.37,0.5838,0,1,high_risk
0.5017,0.75,8.0,4,0.125,51,8,18984.65,0.8221,0,0,reliable
0.4352,0.0,69.5,3,0.2,195,5,22872.9,1.3686,0,0,moderate
0.6043,0.0,51.67,1,0.25,217,4,20158.28,0.3953,0,1,moderate
0.7835,0.6667,10.0,2,0.0,175,5,14646.6,0.1826,0,1,moderate
0.5252,0.25,41.67,3,0.1429,262,7,24151.81,1.1492,0,0,moderate
0.7227,0.4,17.33,1,0.1667,86,6,18550.05,1.0757,0,0,reliable
0.5519,0.5,49.0,3,0.1429,151,7,13814.79,0.1641,0,0,moderate
0.848,0.0,88.33,0,0.3333,332,3,18673.21,1.0244,0,1,moderate
0.8197,0.75,7.0,2,0.0,130,6,17092.8,0.5408,0,0,moderate
1.0,0.5,8.0,0,0.0,84,4,23390.39,1.3177,0,0,reliable
0.8976,0.6667,9.0,2,0.125,90,8,21388.95,0.2164,0,0,reliable
0.8563,0.5,4.33,1,0.0,67,7,21319.08,0.9977,0,0,reliable
0.522,0.5,30.5,3,0.1429,108,7,16864.98,0.9744,0,0,moderate
0.8369,0.2857,24.8,2,0.1111,173,9,20512.02,0.96,0,1,reliable
0.6803,0.6667,26.5,1,0.1429,114,7,20252.03,1.3564,0,1,moderate
0.5094,0.0,105.0,3,0.1667,219,6,24253.1,0.6964,1,1,moderate
1.0,1.0,0.0,0,0.0,263,3,11514.8,1.6744,0,0,reliable
1.0,0.3333,16.0,0,0.0,128,3,15530.52,0.1469,0,1,moderate
0.3399,0.6667,1.0,4,0.1429,42,7,26630.7,0.7558,0,0,reliable
0.3565,0.2,54.0,2,0.1429,241,7,11505.89,1.9746,1,0,reliable
0.18,0.0,37.0,1,0.5,113,2,16137.77,1.0,0,1,high_risk
1.0,0.8,15.0,0,0.0,131,5,18987.15,1.4627,0,1,reliable
0.5369,0.6667,6.5,2,0.0,198,8,16735.26,1.8522,0,0,reliable
0.811,0.6667,28.33,0,0.1111,137,9,21610.49,1.2425,0,0,reliable
0.8538,0.6667,2.0,1,0.0,184,4,18649.46,0.5848,0,0,reliable
0.4771,0.5,30.0,2,0.25,203,4,14993.47,0.217,0,1,high_risk
1.0,1.0,0.0,0,0.0,118,3,11084.32,0.2992,0,0,reliable
0.6783,0.5,14.33,4,0.1,102,10,22607.2,0.2017,0,0,reliable
1.0,0.7143,45.5,0,0.0,172,7,22832.47,1.6007,0,1,reliable
0.4521,0.3333,10.5,3,0.0,63,6,20595.73,1.4347,0,0,reliable
0.2785,0.3333,5.0,3,0.1667,85,6,24662.53,1.3699,0,0,reliable
0.5378,1.0,0.0,1,0.0,133,2,19948.68,1.0,0,0,high_risk
0.3093,0.0,75.0,4,0.1667,127,6,24997.51,0.5052,0,0,high_risk
0.6285,0.0,81.0,2,0.2,291,5,22160.05,0.4956,0,1,moderate
0.712,0.0,27.14,1,0.125,246,8,22248.03,1.5993,0,0,moderate
0.9535,0.6667,8.0,1,0.0,79,4,20747.94,0.1859,0,0,reliable
0.9354,0.8333,21.0,1,0.1429,111,7,19160.2,0.7165,0,0,reliable
0.1376,0.5,11.0,3,0.2,93,5,24373.34,1.6056,0,0,high_risk
0.4182,0.0,58.67,2,0.2,188,5,27247.33,1.1425,0,1,high_risk
0.5753,0.4286,8.75,2,0.1111,44,9,19081.9,1.5087,0,1,reliable
0.3445,0.0,59.5,5,0.1429,203,7,22446.74,1.2246,0,1,high_risk
0.7293,0.6667,13.0,1,0.0,55,4,10112.99,1.0829,0,1,moderate
0.9527,1.0,0.0,0,0.25,28,4,25335.47,1.5231,0,1,reliable
0.1998,0.0,43.0,3,0.25,248,4,25482.0,1.5601,0,1,high_risk
0.2868,0.0,24.5,2,0.25,124,4,19248.65,1.7537,0,0,moderate
0.8243,0.6,4.0,1,0.1667,171,6,21376.25,1.345,0,0,reliable
0.6749,0.5,3.0,1,0.0,113,3,21812.52,0.9753,0,0,reliable
0.7966,0.3333,14.5,1,0.0,154,4,24135.23,0.8135,0,0,reliable
0.0794,0.0,29.0,2,0.3333,76,3,31612.35,0.8963,0,0,moderate
0.799,0.6667,6.33,1,0.0,197,10,18065.31,0.9706,0,0,reliable
0.853,0.375,42.6,2,0.1,261,10,22340.33,0.9448,0,0,reliable
0.8875,0.0,30.67,0,0.3333,78,3,12549.26,0.4992,0,0,moderate
0.6476,0.3333,12.0,1,0.25,62,4,22295.23,0.9433,0,1,reliable
0.4884,0.0,42.0,1,0.3333,146,3,14242.8,0.387,0,1,high_risk
0.3128,1.0,0.0,1,0.5,32,2,17764.72,1.0,0,1,moderate
0.8405,0.125,8.57,2,0.1,90,10,16815.65,0.8812,0,1,reliable
1.0,1.0,0.0,0,0.0,188,3,36723.23,1.0024,0,0,reliable
0.7845,0.0,65.8,3,0.125,253,8,23804.67,0.4673,0,1,moderate
0.5603,0.0,25.5,4,0.125,206,8,23942.35,0.8684,0,0,moderate
0.1194,0.0,20.0,1,0.5,136,2,6683.52,1.0,0,0,high_risk
0.934,0.0,18.25,0,0.25,141,4,23474.37,1.0596,0,1,reliable
0.4489,0.5,14.0,2,0.0,91,4,26892.22,1.2761,0,0,reliable
0.3868,0.5,10.0,1,0.3333,173,3,18142.85,1.6629,0,0,reliable
0.5488,0.3333,19.0,2,0.2,132,5,19106.29,1.2472,0,1,moderate
0.8938,0.5714,5.0,0,0.1429,186,7,23085.75,0.9114,0,0,reliable
0.7226,0.2,91.0,2,0.1429,261,7,23274.22,0.9315,0,0,moderate
0.9561,0.25,12.67,0,0.25,45,4,19813.78,0.177,0,1,reliable
0.4397,0.0,9.0,2,0.25,199,4,16005.12,0.3235,0,0,reliable
0.0,0.5,0.0,3,0.0,63,3,20108.87,1.2628,0,0,high_risk
0.625,0.6,37.0,2,0.1429,228,7,25281.9,0.9628,0,0,reliable
0.868,0.6,15.0,1,0.1667,183,6,21155.44,1.1763,0,1,moderate
0.532,0.3333,39.0,2,0.2,193,5,23363.69,1.1786,1,1,moderate
0.1864,0.0,65.0,3,0.25,166,4,20765.28,0.917,0,0,moderate
0.454,0.3333,23.0,3,0.0,91,6,18881.88,1.3371,0,0,moderate
0.0,0.5,0.0,5,0.0,39,5,24349.57,1.5532,0,1,high_risk
0.1089,1.0,0.0,6,0.0,90,8,18643.83,1.8189,0,0,moderate
0.7265,0.5714,27.0,2,0.1111,180,9,20881.91,1.3937,1,0,reliable
0.5508,0.5,8.0,3,0.1429,115,7,21778.84,1.0576,0,0,reliable
0.6243,0.0,13.67,4,0.1,64,10,12733.07,1.0273,0,0,reliable
0.5289,0.0,45.0,1,0.3333,167,3,27875.75,1.0168,0,0,moderate
0.7697,0.3333,11.75,1,0.0,108,7,21167.58,1.1298,0,0,reliable
0.3655,1.0,0.0,2,0.0,52,3,35753.25,0.9475,0,0,reliable
0.7555,0.2857,38.2,1,0.125,237,8,20726.68,1.4773,0,0,reliable
0.4723,0.0,45.5,2,0.1667,196,6,19418.81,0.7121,0,1,high_risk
1.0,0.75,6.0,0,0.0,141,4,33972.13,0.8878,0,0,reliable
0.7581,0.5,9.5,1,0.1111,106,9,25138.17,1.0309,0,0,reliable
1.0,0.25,5.5,0,0.0,239,8,20975.4,1.4285,0,0,reliable
0.8276,0.1667,15.8,0,0.1667,72,6,14689.42,1.3753,0,1,moderate
0.7211,0.5,24.0,2,0.0,270,4,17410.73,0.5738,0,0,moderate
0.8119,0.2,44.25,3,0.125,272,8,15106.29,0.5246,0,0,moderate
0.9642,0.2222,16.0,0,0.1111,163,9,22861.64,1.2184,0,0,reliable
0.0,0.5,0.0,2,0.0,192,2,16927.22,1.0,0,1,high_risk
0.9349,0.5714,7.0,0,0.1429,290,7,18392.09,1.2542,0,1,reliable
0.3645,0.4,25.33,5,0.1,145,10,22017.4,1.2773,0,0,reliable
0.7294,0.8333,16.0,1,0.1429,145,7,17835.52,1.0864,0,0,reliable
0.2652,0.0,26.0,1,0.0,262,2,25884.24,1.0,0,1,high_risk
0.6337,0.0,15.4,2,0.1429,140,7,20456.19,1.1068,0,0,reliable
0.4901,0.75,32.0,6,0.1,133,10,23315.23,0.7204,0,0,reliable
0.8801,0.4286,33.5,1,0.125,223,8,24083.02,0.7536,0,0,reliable
1.0,0.6667,5.0,0,0.0,258,6,23606.0,0.8328,0,0,reliable
0.2483,0.0,58.5,4,0.1667,125,6,21293.73,0.9362,0,1,high_risk
1.0,0.8,6.0,0,0.0,188,5,25352.16,0.3949,0,0,reliable
1.0,0.8333,16.0,0,0.0,182,6,15132.4,1.417,0,1,reliable
0.4228,0.5,11.0,2,0.25,40,4,27951.38,1.0736,0,0,moderate
0.691,0.3333,17.5,3,0.1667,105,6,23883.04,0.2208,0,0,reliable
0.0,0.5,0.0,2,0.0,36,2,20253.58,1.0,0,0,moderate
0.8172,0.4,44.0,1,0.1667,239,6,17941.74,1.0702,0,0,reliable
0.7704,0.0,53.33,1,0.1429,212,7,19071.0,1.3852,0,1,moderate
0.4099,0.0,124.33,2,0.2,190,5,31981.05,0.9805,0,0,moderate
0.9749,0.75,4.0,1,0.0,298,9,16340.92,1.3254,0,0,reliable
0.844,0.6,41.0,2,0.1429,139,7,19196.26,0.2768,0,0,reliable
0.2514,1.0,0.0,6,0.0,40,7,13980.21,1.0566,0,0,reliable
0.4231,0.0,37.0,4,0.2,164,5,9405.98,0.8878,0,0,reliable
0.0,0.5,0.0,5,0.0,123,5,23800.86,0.8484,0,1,high_risk
0.6554,0.0,38.0,0,0.5,143,2,31523.53,1.0,0,1,high_risk
0.0805,1.0,0.0,6,0.125,11,8,20570.92,0.7083,0,0,moderate
0.514,0.6,3.5,5,0.1,20,10,23508.29,0.7228,0,0,reliable
1.0,0.8333,1.0,0,0.0,265,6,16045.32,0.9623,0,0,reliable
0.6151,0.5,10.33,4,0.1,135,10,18401.67,0.9577,0,0,reliable
0.8922,0.8,6.0,1,0.0,52,6,16163.37,1.2114,0,1,reliable
0.8532,0.0,26.38,1,0.1111,212,9,22841.75,0.8505,1,0,reliable
0.9106,0.3,50.86,0,0.1,261,10,26256.68,0.8929,0,0,reliable
0.5285,0.0,36.67,2,0.125,281,8,23605.25,1.2962,0,1,moderate
1.0,1.0,0.0,0,0.0,193,4,20725.47,1.5203,0,1,reliable
0.2927,0.6667,5.0,5,0.125,18,8,21224.03,0.8409,0,1,moderate
0.8921,1.0,0.0,1,0.1429,152,7,24526.36,0.8967,0,0,reliable
1.0,1.0,0.0,0,0.0,253,4,21770.97,1.449,0,1,reliable
0.6052,0.75,2.0,3,0.0,94,7,17479.77,0.4681,0,0,reliable
1.0,0.25,24.67,0,0.0,86,4,14324.36,1.1748,0,0,reliable
0.7152,0.75,11.0,2,0.1,177,10,20492.0,1.0502,0,0,reliable
0.8006,0.3333,31.5,1,0.1429,181,7,19975.85,0.9041,0,0,moderate
0.1332,0.0,56.0,3,0.25,197,4,25074.13,1.0145,0,1,high_risk
0.0,0.5,0.0,2,0.0,53,2,20942.29,1.0,0,1,high_risk
0.7319,0.25,59.33,1,0.2,250,5,24379.32,0.9468,0,1,reliable
0.5046,0.0,40.0,2,0.25,134,4,21954.3,0.6891,0,1,moderate
0.0,0.5,0.0,2,0.0,19,2,25543.49,1.0,0,0,moderate
0.0575,1.0,0.0,4,0.0,24,5,9244.75,2.4231,0,0,reliable
0.6046,0.4,6.67,2,0.1429,54,7,19301.43,1.1484,0,0,moderate
